kanji;strokes;grade;freq;jlpt_old;jlpt_new;meanings;readings_on;readings_kun;wk_level;wk_meanings;wk_readings_on;wk_readings_kun;wk_radicals;fr_meanings
泳;8;3.0;1223.0;2.0;3.0;[Swim];[えい];[およ.ぐ];9;[Swim];[えい];[およ];[Tsunami, Eternity];nager
礎;18;8.0;1224.0;1.0;1.0;[Cornerstone, Foundation Stone];[そ];[いしずえ];49;[Foundation];[そ];[いしずえ];[Stone, Tree, Coat Rack];fondation en pierres, pierre angulaire
腐;14;8.0;1225.0;1.0;1.0;[Rot, Decay, Sour];[ふ];[くさ.る, -くさ.る, くさ.れる, くさ.れ, くさ.らす, くさ.す];34;[Rot];[ふ];[くさ];[Canopy, Attach, Meat];pourrir, se gâter corrompre, décourager
祖;9;5.0;1226.0;2.0;3.0;[Ancestor, Pioneer, Founder];[そ];[];32;[Ancestor];[そ];[];[Spirit, Top Hat];ancêtre, aïeul
幼;5;6.0;1227.0;2.0;2.0;[Infancy, Childhood];[よう];[おさな.い];28;[Infancy, Child];[よう];[おさな];[Poop, Power];enfantin, enfance, puéril
脚;11;8.0;1228.0;1.0;1.0;[Skids, Leg, Undercarriage, Lower Part, Base];[きゃく, きゃ, かく];[あし];45;[Leg];[きゃく];[あし];[Moon, Past, Stamp];jambe, base, pied de meuble
荷;10;3.0;1230.0;2.0;2.0;[Baggage, Shoulder-pole Load, Bear (a Burden), Shoulder (a Gun), Load, Cargo, Freight];[か];[に];16;[Luggage];[か];[に];[Flowers, Leader, Lip Ring];charge, fardeau
潮;15;6.0;1231.0;1.0;1.0;[Tide, Salt Water, Opportunity];[ちょう];[しお, うしお];43;[Tide];[ちょう];[しお];[Tsunami, Morning, Moon];marée, eau salée, occasion
梅;10;4.0;1232.0;1.0;1.0;[Plum];[ばい];[うめ];17;[Ume, Japanese Plum];[ばい];[うめ];[Tree, Gun, Window];prune, prunier
泊;8;8.0;1233.0;2.0;2.0;[Overnight Stay, Put Up At, Ride At Anchor];[はく];[と.まる, と.める];42;[Overnight];[はく];[と];[Tsunami, White];demeurer, loger quelque part, faire halte
尽;6;8.0;1234.0;1.0;1.0;[Exhaust, Use Up, Run Out Of, Deplete, Befriend, Serve];[じん, さん];[つ.くす, -つ.くす, -づ.くし, -つ.く, -づ.く, -ず.く, つ.きる, つ.かす, さかづき, ことごと.く, つか, つき];48;[Exhaust];[じん];[つ];[Shrimp, Ice];épuiser, rendre service, s'efforcer s'épuiser, tarir épuiser
杯;8;8.0;1235.0;2.0;3.0;[Counter For Cupfuls, Wine Glass, Glass, Toast];[はい];[さかずき];29;[Cup Of Liquid, Counter For Cups];[はい];[];[Tree, Not];compteur de verres pleins, coupe à saké
僕;14;8.0;1236.0;1.0;1.0;[Me, I (male), Servant, Manservant];[ぼく];[しもべ];12;[I, Me];[ぼく];[];[Leader, Business];je (langage masculin), moi, serviteur
桜;10;5.0;1237.0;1.0;1.0;[Cherry];[おう, よう];[さくら];32;[Sakura, Cherry Tree, Cherry Blossom];[おう, よう];[さくら];[Tree, Grass, Woman];cerisier du Japon
滑;13;8.0;1238.0;1.0;1.0;[Slippery, Slide, Slip, Flunk];[かつ, こつ];[すべ.る, なめ.らか];42;[Slippery];[かつ];[すべ, なめ];[Tsunami, Bone];glisser, patiner lisse, coulant, velouté
孤;9;8.0;1239.0;1.0;1.0;[Orphan, Alone];[こ];[];52;[Orphan, Alone];[こ];[];[Melon, Child];isolé, seul, solitaire
黄;11;2.0;1240.0;2.0;2.0;[Yellow];[こう, おう];[き, こ-];7;[Yellow];[おう];[き];[Yellow];jaune
炎;8;8.0;1242.0;1.0;1.0;[Inflammation, Flame, Blaze];[えん];[ほのお];35;[Flame, Big Fire];[えん];[ほのお];[Fire];flamme
賠;15;8.0;1243.0;1.0;1.0;[Compensation, Indemnify];[ばい];[];52;[Compensation, Compensate];[ばい];[];[Shellfish, Clown];indemnisation, compensation
句;5;5.0;1244.0;1.0;1.0;[Phrase, Clause, Sentence, Passage, Paragraph, Counter For Haiku];[く];[];18;[Paragraph];[く];[];[Paragraph];phrase, vers
寿;7;8.0;1245.0;1.0;;[Longevity, Congratulations, Ones Natural Life];[じゅ, す, しゅう];[ことぶき, ことぶ.く, ことほ.ぐ];35;[Lifespan, Longevity];[じゅ, す];[ことぶき];[Spring, Measurement];félicitations, longévité
鋼;16;6.0;1246.0;1.0;1.0;[Steel];[こう];[はがね];39;[Steel];[こう];[はがね];[Gold, Hill];acier
頑;13;8.0;1247.0;1.0;1.0;[Stubborn, Foolish, Firmly];[がん];[かたく];14;[Stubborn];[がん];[];[Origin, Geoduck];têtu, obstiné
甘;5;8.0;1248.0;2.0;2.0;[Sweet, Coax, Pamper, Be Content, Sugary];[かん];[あま.い, あま.える, あま.やかす, うま.い];36;[Sweet];[かん];[あま];[Sweet];doux, sucré, indulgent, optimiste être calin, amadouer gâter, être indulgent
臣;7;4.0;1249.0;2.0;2.0;[Retainer, Subject];[しん, じん];[];29;[Servant, Retainer];[しん, じん];[];[Servant];sujet, vassal
鎖;18;8.0;1250.0;1.0;1.0;[Chain, Irons, Connection];[さ];[くさり, とざ.す];52;[Chain];[さ];[くさり, とざ];[Gold, Triceratops, Shellfish];fermer chaîne
彩;11;8.0;1251.0;1.0;1.0;[Coloring, Paint, Makeup];[さい];[いろど.る];48;[Coloring, Colouring];[さい];[いろど];[Cleat, Tree, Hair];colorer
摩;15;8.0;1252.0;1.0;1.0;[Chafe, Rub, Polish, Grind, Scrape];[ま];[ま.する, さす.る, す.る];43;[Chafe];[ま];[さす];[Canopy, Tree, Hand];frottement, friction, polissage
浅;9;4.0;1253.0;2.0;2.0;[Shallow, Superficial, Frivolous, Wretched, Shameful];[せん];[あさ.い];15;[Shallow];[せん];[あさ];[Tsunami, Bar];peu profond
励;7;8.0;1254.0;1.0;1.0;[Encourage, Be Diligent, Inspire];[れい];[はげ.む, はげ.ます];26;[Encourage];[れい];[はげ];[Cliff, Ten Thousand, Power];encourager, exhorter s'appliquer, s'efforcer
掃;11;8.0;1255.0;2.0;2.0;[Sweep, Brush];[そう, しゅ];[は.く];31;[Sweep];[そう];[は];[Fingers, Wolverine, Forehead, Towel];brosser, balayer
雲;12;2.0;1256.0;2.0;2.0;[Cloud];[うん];[くも, -ぐも];8;[Cloud];[うん];[くも];[Rain, Cloud];nuage
掘;11;8.0;1257.0;2.0;2.0;[Dig, Delve, Excavate];[くつ];[ほ.る];42;[Dig];[くつ];[ほ];[Fingers, Flag, Exit];creuser, percer, forer
縦;16;6.0;1258.0;1.0;1.0;[Vertical, Length, Height, Self-indulgent, Wayward];[じゅう];[たて];34;[Vertical];[じゅう];[たて];[Thread, Loiter, Horns, Correct];lâcher, hauteur, vertical
輝;15;8.0;1259.0;1.0;1.0;[Radiance, Shine, Sparkle, Gleam, Twinkle];[き];[かがや.く];48;[Radiance];[き];[かがや];[Sunlight, Forehead, Car];briller, étinceler, resplendir
蓄;13;8.0;1260.0;1.0;1.0;[Amass, Raise, Hoard, Store];[ちく];[たくわ.える];48;[Amass];[ちく];[たくわ];[Flowers, Mysterious, Rice Paddy];garder en réserve, épargner, accumuler, emmagasiner
軸;12;8.0;1261.0;1.0;1.0;[Axis, Pivot, Stem, Stalk, Counter For Book Scrolls];[じく];[];42;[Axis];[じく];[];[Car, Reason];axe, pivot
巡;6;8.0;1262.0;1.0;1.0;[Patrol, Go Around, Circumference];[じゅん];[めぐ.る, めぐ.り];40;[Patrol];[じゅん];[めぐ];[Scooter, Flood];tourner autour, faire un tour, patrouiller
疲;10;8.0;1263.0;2.0;3.0;[Exhausted, Tire, Weary];[ひ];[つか.れる, -づか.れ, つか.らす];45;[Exhausted];[ひ];[つか];[Sick, Skin];être fatigué fatigue, usure
稼;15;8.0;1264.0;1.0;1.0;[Earnings, Work, Earn Money];[か];[かせ.ぐ];45;[Earnings];[か];[かせ];[Grain, House];gagner de l'argent
瞬;18;8.0;1265.0;1.0;1.0;[Wink, Blink, Twinkle];[しゅん];[またた.く, まじろ.ぐ];46;[Blink];[しゅん];[またた];[Eye, Cleat, Forehead, Dance];cligner des yeux
捨;11;6.0;1266.0;2.0;2.0;[Discard, Throw Away, Abandon, Resign, Reject, Sacrifice];[しゃ];[す.てる];32;[Throw Away];[しゃ];[す];[Fingers, Cottage];jeter, abandonner, délaisser
皆;9;8.0;1267.0;2.0;3.0;[All, Everything];[かい];[みな, みんな];13;[All, Everyone, Everything, Everybody];[かい];[みな, みんな];[Compare, White];tous, tout le monde
砲;10;8.0;1268.0;1.0;1.0;[Cannon, Gun];[ほう];[];44;[Cannon];[ほう];[];[Stone, Wrap];fusil, canon
軟;11;8.0;1269.0;2.0;2.0;[Soft];[なん];[やわ.らか, やわ.らかい];51;[Soft];[なん];[やわ];[Car, Lack];mou, souple, tendre
噴;15;8.0;1270.0;1.0;1.0;[Erupt, Spout, Emit, Flush Out];[ふん];[ふ.く];52;[Erupt];[ふん];[ふ];[Mouth, Cross, Flowers, Shellfish];émettre, cracher, lancer, jaillir
沈;7;8.0;1271.0;2.0;2.0;[Sink, Be Submerged, Subside, Be Depressed, Aloes];[ちん, じん];[しず.む, しず.める];43;[Sink];[ちん];[しず];[Tsunami, Pirate];sombrer, s'enfoncer couler
誇;13;8.0;1272.0;1.0;1.0;[Boast, Be Proud, Pride, Triumphantly];[こ];[ほこ.る];46;[Pride];[こ];[ほこ];[Say, Big, Ground, Beggar];se vanter de, s'enorgueillir
祥;10;8.0;1273.0;1.0;1.0;[Auspicious, Happiness, Blessedness, Good Omen, Good Fortune];[しょう];[さいわ.い, きざ.し, よ.い, つまび.らか];52;[Auspicious];[しょう];[きざ, さいわ, つまび, よ];[Spirit, Sheep];heureux, bon augure
牲;9;8.0;1274.0;1.0;1.0;[Animal Sacrifice, Offering];[せい];[];52;[Offering];[せい];[];[Cow, Life];sacrifice
秩;10;8.0;1275.0;1.0;1.0;[Regularity, Salary, Order];[ちつ];[];52;[Order, Regularity];[ちつ];[];[Grain, Fault];ordre, séquence, régularité
帝;9;8.0;1276.0;1.0;1.0;[Sovereign, The Emperor, God, Creator];[てい];[みかど];46;[Sovereign];[てい];[みかど];[Stand, Towel];empereur
唆;10;8.0;1278.0;1.0;1.0;[Tempt, Seduce, Instigate, Promote];[さ];[そそ.る, そそのか.す];52;[Instigate];[さ];[そそのか, そそ];[Mouth, Spider];tenter, attirer, inciter, séduire
鳴;14;2.0;1279.0;2.0;3.0;[Chirp, Cry, Bark, Sound, Ring, Echo, Honk];[めい];[な.く, な.る, な.らす];10;[Chirp];[めい];[な];[Mouth, Bird];crier (pour un animal), aboyer, miauler sonner, faire résonner
阻;8;8.0;1280.0;1.0;1.0;[Thwart, Separate From, Prevent, Obstruct, Deter, Impede];[そ];[はば.む];46;[Thwart];[そ];[はば];[Building, Top Hat];faire obstacle, empêcher, obstruer
賄;13;8.0;1282.0;1.0;1.0;[Bribe, Board, Supply, Finance];[わい];[まかな.う];38;[Bribe];[わい];[まかな];[Shellfish, Have];nourrir, fournir, gérer, allouer, corrompre
撲;15;8.0;1283.0;1.0;1.0;[Slap, Strike, Hit, Beat, Tell, Speak];[ぼく];[];43;[Slap];[ぼく];[];[Fingers, Business];se battre, frapper
凍;10;8.0;1284.0;2.0;2.0;[Frozen, Congeal, Refrigerate];[とう];[こお.る, こご.える, こご.る, い.てる, し.みる];28;[Frozen];[とう];[こお, こご];[Ice, East];gelé, congelé
堀;11;8.0;1285.0;1.0;1.0;[Ditch, Moat, Canal];[くつ];[ほり];40;[Ditch];[くつ];[ほり];[Dirt, Flag, Exit];fossé, canal, tranchée
腹;13;6.0;1286.0;2.0;3.0;[Abdomen, Belly, Stomach];[ふく];[はら];27;[Belly, Abdomen, Stomach];[ふく];[はら, なか];[Moon, Black Hole];ventre, abdomen, fond du coeur
菊;11;8.0;1287.0;1.0;1.0;[Chrysanthemum];[きく];[];46;[Chrysanthemum];[きく];[];[Flowers, Prison, Rice];chrysanthème
絞;12;8.0;1288.0;1.0;1.0;[Strangle, Constrict, Wring];[こう];[しぼ.る, し.める, し.まる];25;[Strangle];[こう];[し, しぼ];[Thread, Mix];serrer, étrangler , être serré, être étranglé tordre, presser, essorer
乳;8;6.0;1289.0;2.0;2.0;[Milk, Breasts];[にゅう];[ちち, ち];23;[Milk];[にゅう];[ちち];[Cleat, Child, Umbrella];lait maternel, sein
煙;13;8.0;1290.0;2.0;3.0;[Smoke];[えん];[けむ.る, けむり, けむ.い];18;[Smoke];[えん];[けむ, けむり];[Fire, Helicopter, Dirt];fumer, fumée
縁;15;8.0;1291.0;1.0;1.0;[Affinity, Relation, Connection, Edge, Border, Verge, Brink];[えん, -ねん];[ふち, ふちど.る, ゆかり, よすが, へり, えにし];44;[Edge];[えん, ねん];[ふち];[Thread, Wolverine, Pig];bord, bordure, cadre relation, lien, attache
唯;11;8.0;1292.0;1.0;1.0;[Solely, Only, Merely, Simply];[ゆい, い];[ただ];49;[Solely];[ゆい];[ただ];[Mouth, Turkey];seulement, uniquement
膨;16;8.0;1293.0;1.0;1.0;[Swell, Get Fat, Thick];[ぼう];[ふく.らむ, ふく.れる];52;[Swell];[ぼう];[ふく];[Moon, Drum, Hair];s'enfler, se gonfler, bouder, faire la moue
矢;5;2.0;1294.0;1.0;1.0;[Dart, Arrow];[し];[や];3;[Arrow];[し];[や];[Arrow];flèche
耐;9;8.0;1295.0;1.0;1.0;[-proof, Enduring];[たい];[た.える];48;[Resistant];[たい];[た];[Rake, Measurement];endurer, supporter, résister
恋;10;8.0;1296.0;2.0;2.0;[Romance, In Love, Yearn For, Miss, Darling];[れん];[こ.う, こい, こい.しい];17;[Romance];[れん];[こい];[Red, Heart];tomber amoureux, désirer
塾;14;8.0;1297.0;1.0;1.0;[Cram School, Private School];[じゅく];[];45;[Cram School];[じゅく];[];[Sock, Circle, Dirt];école privée, pensionnat
漏;14;8.0;1298.0;1.0;1.0;[Leak, Escape, Time];[ろう];[も.る, も.れる, も.らす];30;[Leak];[ろう];[も];[Tsunami, Flag, Rain];fuir, s'échapper révéler, divulguer
紅;9;6.0;1299.0;2.0;2.0;[Crimson, Deep Red];[こう, く];[べに, くれない, あか.い];34;[Deep Red, Crimson];[こう];[べに, くれない];[Construction, Thread];rouge foncé rouge à levres
慶;15;8.0;1300.0;1.0;1.0;[Jubilation, Congratulate, Rejoice, Be Happy];[けい];[よろこ.び];59;[Congratulate];[けい];[よろこ];[Canopy, Helicopter, Barb, Heart, Winter];se réjouir, félicitations
猛;11;8.0;1301.0;1.0;1.0;[Fierce, Rave, Rush, Become Furious, Wildness, Strength];[もう];[];29;[Fierce];[もう];[];[Animal, Child, Plate];fort, brave, violent
懲;18;8.0;1303.0;1.0;1.0;[Penal, Chastise, Punish, Discipline];[ちょう];[こ.りる, こ.らす, こ.らしめる];43;[Chastise];[ちょう];[こ];[Loiter, Mountain, King, Winter, Heart];pûnir, châtier, discipliner
郊;9;8.0;1304.0;2.0;2.0;[Outskirts, Suburbs, Rural Area];[こう];[];51;[Suburbs];[こう];[];[Mix, Building];banlieue, faubourg
剣;10;8.0;1305.0;1.0;1.0;[Sabre, Sword, Blade, Clock Hand];[けん];[つるぎ];35;[Sword];[けん];[つるぎ];[Squid, Knife];épée
腰;13;8.0;1306.0;2.0;2.0;[Loins, Hips, Waist, Low Wainscoting];[よう];[こし];24;[Waist];[よう];[こし];[Moon, Helicopter, Woman];bassin, hanche, reins
炭;9;3.0;1307.0;2.0;2.0;[Charcoal, Coal];[たん];[すみ];41;[Charcoal];[たん];[すみ];[Mountain, Cliff, Fire];charbon de bois
踊;14;8.0;1308.0;2.0;2.0;[Jump, Dance, Leap, Skip];[よう];[おど.る];48;[Dance];[よう];[おど];[Foot, Mama, Task];danser, danse
棋;12;8.0;1311.0;1.0;1.0;[Chess Piece, Japanese Chess, Shogi];[き];[ご];39;[Chess Piece];[き];[ご];[Tree, Crab];pion d'échec, jeu d'échecs d'origine chinoise
丁;2;3.0;1312.0;1.0;1.0;[Street, Ward, Town, Counter For Guns, Tools,, Leaves Or Cakes Of Something, Even Number, 4th Calendar Sign],;[ちょう, てい, ちん, とう, ち];[ひのと];2;[Street];[ちょう, てい];[];[Street];nombre pair, bloc, morceau 4ème dans une série, adulte, en forme de T
冊;5;6.0;1313.0;2.0;2.0;[Tome, Counter For Books, Volume];[さつ, さく];[ふみ];19;[Book Counter, Counter For Books, Counter For Volumes];[さつ];[];[Bookshelf];pour compter les livres écrit
眠;10;8.0;1315.0;2.0;3.0;[Sleep, Die, Sleepy];[みん];[ねむ.る, ねむ.い];27;[Sleep];[みん];[ねむ];[Eye, Peoples];dormir qui a sommeil
揚;12;8.0;1316.0;1.0;1.0;[Raise, Elevate, Hoist, Praise, Extol, Fry In Deep Fat];[よう];[あ.げる, -あ.げ, あ.がる];42;[Hoist];[よう];[あ];[Fingers, Easy];lever, frire monter, élever
冒;9;8.0;1317.0;1.0;1.0;[Risk, Face, Defy, Dare, Damage, Assume (a Name)];[ぼう];[おか.す];16;[Dare];[ぼう];[おか];[Sun, Eye];risquer, défier, braver
勇;9;4.0;1319.0;2.0;2.0;[Courage, Cheer Up, Be In High Spirits, Bravery, Heroism];[ゆう];[いさ.む];15;[Courage, Bravery, Valor, Valour];[ゆう];[いさ];[Mama, Man];avoir du courage
械;11;4.0;1321.0;2.0;2.0;[Contraption, Fetter, Machine, Instrument];[かい];[かせ];20;[Contraption];[かい];[かせ];[Tree, Drunkard, Twenty];machine
倫;10;8.0;1322.0;1.0;1.0;[Ethics, Companion];[りん];[];52;[Ethics];[りん];[];[Leader, Hat, Ground, Bookshelf];devoir, principe, code
陳;11;8.0;1323.0;1.0;1.0;[Exhibit, State, Relate, Explain];[ちん];[ひ.ねる];52;[Exhibit];[ちん];[ひ];[Building, East];exposer, expliquer, montrer
憶;16;8.0;1324.0;1.0;1.0;[Recollection, Think, Remember];[おく];[];48;[Recollection];[おく];[];[Soul, Idea];se souvenir, se rappeler, penser
怖;8;8.0;1325.0;2.0;3.0;[Dreadful, Be Frightened, Fearful];[ふ, ほ];[こわ.い, こわ.がる, お.じる, おそ.れる];29;[Scary];[ふ];[こわ];[Soul, Narwhal, Towel];effrayant, terrible, affreux
犬;4;1.0;1326.0;3.0;4.0;[Dog];[けん];[いぬ, いぬ-];2;[Dog];[けん];[いぬ];[Dog];chien
菜;11;4.0;1327.0;3.0;2.0;[Vegetable, Side Dish, Greens];[さい];[な];31;[Vegetable];[さい];[な];[Flowers, Cleat, Tree];légume vert, colza
耳;6;1.0;1328.0;4.0;3.0;[Ear];[じ];[みみ];4;[Ear];[じ];[みみ];[Ear];oreille
潜;15;8.0;1329.0;1.0;1.0;[Submerge, Conceal, Hide, Lower (voice), Hush];[せん];[ひそ.む, もぐ.る, かく.れる, くぐ.る, ひそ.める];41;[Conceal];[せん];[くぐ, ひそ, もぐ];[Tsunami, Husband, Sun];plonger, se cacher plonger, passer sous se cacher, rester secret
珍;9;8.0;1330.0;2.0;2.0;[Rare, Curious, Strange];[ちん];[めずら.しい, たから];43;[Rare];[ちん];[めずら];[King, Hat, Hair];rare, peu commun, inhabituel
梨;11;8.0;1331.0;1.0;1.0;[Pear Tree];[り];[なし];44;[Pear];[];[なし];[Grain, Knife, Tree];poirier
克;7;8.0;1333.0;1.0;1.0;[Overcome, Kindly, Skillfully];[こく];[か.つ];42;[Overcome];[こく];[];[Old, Legs];conquête, habileté
岳;8;8.0;1334.0;1.0;1.0;[Point, Peak, Mountain];[がく];[たけ];43;[Peak];[がく];[たけ];[Axe, Ground, Mountain];montagne, pic
概;14;8.0;1335.0;1.0;1.0;[Outline, Condition, Approximation, Generally];[がい];[おおむ.ね];49;[Approximation];[がい];[おおむ];[Tree, Root, Fang];général, approximatif
拘;8;8.0;1336.0;1.0;1.0;[Arrest, Seize, Concerned, Adhere To, Despite];[こう];[かか.わる];49;[Arrest];[こう];[かか];[Fingers, Paragraph];appréhender, arrêter, attraper, adhérer à
墓;13;5.0;1337.0;1.0;1.0;[Grave, Tomb];[ぼ];[はか];31;[Grave];[ぼ];[はか];[Dirt, Greenhouse];tombe
黙;15;8.0;1338.0;1.0;1.0;[Silence, Become Silent, Stop Speaking, Leave As Is];[もく, ぼく];[だま.る, もだ.す];46;[Shut Up];[もく];[だま];[Village, Dog, Boil];se taire, garder le silence
須;12;8.0;1339.0;1.0;1.0;[Ought, By All Means, Necessarily];[す, しゅ];[すべから.く, すべし, ひげ, まつ, もち.いる, もと.める];52;[Necessary];[す, しゅ];[すべから, すべし, ひげ, まつ, もち, もと];[Hair, Geoduck];par tous les moyens, nécessairement essentiel, requis
偏;11;8.0;1340.0;1.0;1.0;[Partial, Side, Left-side Radical, Inclining, Biased];[へん];[かたよ.る];52;[Biased];[へん];[かたよ];[Leader, Library];pencher, être incliné, être partial
雰;12;8.0;1341.0;1.0;1.0;[Atmosphere, Fog];[ふん];[];14;[Atmosphere];[ふん];[];[Rain, Part];brouillard
卵;7;6.0;1342.0;2.0;2.0;[Egg, Ovum, Spawn, Roe];[らん];[たまご];32;[Egg];[らん];[たまご];[Pool];oeuf, embryon
遇;12;8.0;1343.0;1.0;1.0;[Meet, Encounter, Interview, Treat, Entertain, Receive, Deal With];[ぐう];[あ.う];52;[Treatment];[ぐう];[あ];[Scooter, Splinter];tomber sur, s'occuper de, traiter de, recevoir
湖;12;3.0;1344.0;2.0;2.0;[Lake];[こ];[みずうみ];35;[Lake];[こ];[みずうみ];[Tsunami, Old, Moon];lac
狭;9;8.0;1346.0;2.0;1.0;[Cramped, Narrow, Contract, Tight];[きょう, こう];[せま.い, せば.める, せば.まる, さ];24;[Narrow];[きょう];[せま, せば];[Animal, Husband, Horns];étroit, exigu se rétrécir
喫;12;8.0;1347.0;2.0;2.0;[Consume, Eat, Drink, Smoke, Receive (a Blow)];[きつ];[の.む];18;[Consume];[きつ];[の];[Mouth, Life, Sword, Big];avaler, absorber
卓;8;8.0;1348.0;1.0;1.0;[Eminent, Table, Desk, High];[たく];[];45;[Table];[たく];[];[Toe, Early];table, bureau, excellence
干;3;6.0;1349.0;2.0;2.0;[Dry, Parch, Ebb, Recede, Interfere, Intercede];[かん];[ほ.す, ほ.し-, -ぼ.し, ひ.る];17;[Dry];[かん];[ほ, ひ];[Dry];sécher vider
頂;11;6.0;1350.0;2.0;3.0;[Place On The Head, Receive, Top Of Head, Top, Summit, Peak];[ちょう];[いただ.く, いただき];51;[Summit, Humbly];[ちょう];[いただき, いただ];[Street, Geoduck];sommet porter sur la tête, recevoir
虫;6;1.0;1351.0;2.0;2.0;[Insect, Bug, Temper];[ちゅう, き];[むし];4;[Insect, Bug];[ちゅう, き];[むし];[Insect];insecte, large
刷;8;4.0;1352.0;2.0;2.0;[Printing, Print, Brush];[さつ];[す.る, -ず.り, -ずり, は.く];43;[Printing];[さつ];[す];[Flag, Towel, Knife];imprimer, tirer
亀;11;8.0;1353.0;1.0;1.0;[Tortoise, Turtle];[き, きゅう, きん];[かめ];35;[Turtle];[き];[かめ];[Turtle];tortue
糧;18;8.0;1354.0;1.0;1.0;[Provisions, Food, Bread];[りょう, ろう];[かて];52;[Provisions];[りょう, ろう];[かて];[Rice, Dawn, Village];nourriture, provisions, aliments
湯;12;3.0;1356.0;2.0;2.0;[Hot Water, Bath, Hot Spring];[とう];[ゆ];12;[Hot Water];[とう];[ゆ];[Tsunami, Easy];eau chaude
箱;15;3.0;1357.0;2.0;3.0;[Box, Chest, Case, Bin, Railway Car];[そう];[はこ];16;[Box];[];[はこ];[Bamboo, Tree, Eye];boîte
簿;19;8.0;1358.0;1.0;1.0;[Register, Record Book];[ぼ];[];50;[Record Book];[ぼ];[];[Bamboo, Tsunami, Specialty];livre de compte, registre
